ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Name,Description,AdditionalData,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
FPD180,CH/FPD/LINE/SIZE,4,500,17,TRUE,FALSE,,DN 500 (20 in.),DN 500 (20 in.),"20""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,600,19,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 600 (24 in.),DN 600 (24 in.),"24""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,650,20,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 650 (26 in.),DN 650 (26 in.),"26""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,700,21,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 700 (28 in.),DN 700 (28 in.),"28""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,750,22,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 750 (30 in.),DN 750 (30 in.),"30""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,800,23,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 800 (32 in.),DN 800 (32 in.),"32""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,850,24,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 850 (34 in.),DN 850 (34 in.),"34""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,900,25,TRUE,FALSE,CH/FPD/ORIFICE/DESIGN=L1 OR CH/FPD/ORIFICE/DESIGN=U1 OR CH/FPD/ORIFICE/DESIGN=U2,DN 900 (36 in.),DN 900 (36 in.),"36""",,,,,,,,,,
FPD180,CH/FPD/LINE/SIZE,4,999,26,TRUE,FALSE,,Others,Others,Customer,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S1,1,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 5S,Schedule 5S,5S,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S2,2,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 5,Schedule 5,5,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S3,3,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 10S,Schedule 10S,10S,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S4,4,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule 10,Schedule 10,10,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S5,5,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule 20,Schedule 20,20,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S6,6,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule 30,Schedule 30,30,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S7,7,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 40S,Schedule 40S,40S,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S8,8,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 40,Schedule 40,40,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,S9,9,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule STD,Schedule STD,STD,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T1,10,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600),Schedule 60,Schedule 60,60,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T2,11,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 80S,Schedule 80S,80S,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T3,12,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 80,Schedule 80,80,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T4,13,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule XS,Schedule XS,XS,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T5,14,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600),Schedule 100,Schedule 100,100,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T6,15,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 120,Schedule 120,120,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T7,16,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600),Schedule 140,Schedule 140,140,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T8,17,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 160,Schedule 160,160,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,T9,18,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=025 OR CH/FPD/LINE/SIZE=032 OR CH/FPD/LINE/SIZE=040 OR CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300),Schedule XXS,Schedule XXS,XXS,,,,,,,,,,
FPD180,CH/FPD/PIPE/SCH,5,Z9,19,TRUE,FALSE,,Others,Others,Customer,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,S6,1,TRUE,FALSE,,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,S4,2,TRUE,FALSE,,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,C3,3,TRUE,FALSE,,Carbon Steel (A105N/A106 GrB),Carbon Steel (A105N/A106 GrB),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,C4,4,TRUE,FALSE,,Low Temp Carbon Steel (LF2 C1/A333 Gr 6),Low Temp Carbon Steel (LF2 C1/A333 Gr 6),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,S3,5,TRUE,FALSE,,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,S2,6,TRUE,FALSE,,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,S8,7,TRUE,FALSE,,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,D1,8,TRUE,FALSE,,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,D2,9,TRUE,FALSE,,25% Cr Super Duplex (UNS S32750/S32760),25% Cr Super Duplex (UNS S32750/S32760),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,M1,10,TRUE,FALSE,,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,M4,11,TRUE,FALSE,,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,N2,12,TRUE,FALSE,,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,U4,13,TRUE,FALSE,,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,U5,14,TRUE,FALSE,,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,U7,15,TRUE,FALSE,,Alloy C276 (UNS N010276),Alloy C276 (UNS N010276),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,K3,16,TRUE,FALSE,,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,K4,17,TRUE,FALSE,,1¼Cr-½Mo Low Alloy F11 (UNS K11597),1¼Cr-½Mo Low Alloy F11 (UNS K11597),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,K5,18,TRUE,FALSE,,2¼Cr-1Mo Low Alloy F22 (UNS K21590),2¼Cr-1Mo Low Alloy F22 (UNS K21590),,,,,,,,,,,
FPD180,CH/FPD/NONELEM/MAT,6,Z9,19,TRUE,FALSE,,Others,Others,Customer,,,,,,,,,,
FPD180,CH/FPD/ELEM/MAT,7,S6,1,TRUE,FALSE,,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/ELEM/MAT,7,S4,2,TRUE,FALSE,,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD180,CH/FPD/ELEM/MAT,7,S3,3,TRUE,FALSE,,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
