ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Name,Description,AdditionalData,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
FPD300,CH/FPD/LINE/SIZE,4,450,12,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 450 (18 in.),DN 450 (18 in.),"18""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,500,13,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 500 (20 in.),DN 500 (20 in.),"20""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,550,14,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 550 (22 in.),DN 550 (22 in.),"22""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,600,15,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 600 (24 in.),DN 600 (24 in.),"24""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,650,16,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 650 (26 in.),DN 650 (26 in.),"26""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,700,17,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 700 (28 in.),DN 700 (28 in.),"28""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,750,18,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 750 (30 in.),DN 750 (30 in.),"30""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,800,19,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 800 (32 in.),DN 800 (32 in.),"32""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,850,20,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 850 (34 in.),DN 850 (34 in.),"34""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,900,21,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 900 (36 in.),DN 900 (36 in.),"36""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,950,22,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 950 (38 in.),DN 950 (38 in.),"38""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,001,23,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1000 (40 in.),DN 1000 (40 in.),"40""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,051,24,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1050 (42 in.),DN 1050 (42 in.),"42""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,201,25,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1200 (48 in.),DN 1200 (48 in.),"48""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,351,26,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1350 (54 in.),DN 1350 (54 in.),"54""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,501,27,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1500 (60 in.),DN 1500 (60 in.),"60""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,651,28,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1650 (66 in.),DN 1650 (66 in.),"66""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,801,29,TRUE,FALSE,CH/FPD/PRODUCT/DES=V1,DN 1800 (72 in.),DN 1800 (72 in.),"72""",,,,,,,,,,
FPD300,CH/FPD/LINE/SIZE,4,999,30,TRUE,FALSE,,Others,Others,Customer,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S1,1,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 5S,Schedule 5S,5S,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S2,2,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 5,Schedule 5,5,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S3,3,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 10S,Schedule 10S,10S,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S4,4,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule 10,Schedule 10,10,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S5,5,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule 20,Schedule 20,20,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S6,6,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900),Schedule 30,Schedule 30,30,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S7,7,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 40S,Schedule 40S,40S,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S8,8,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 40,Schedule 40,40,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,S9,9,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900 OR CH/FPD/LINE/SIZE=950 OR CH/FPD/LINE/SIZE=001 OR CH/FPD/LINE/SIZE=051 OR CH/FPD/LINE/SIZE=201 OR CH/FPD/LINE/SIZE=351 OR CH/FPD/LINE/SIZE=501 OR CH/FPD/LINE/SIZE=651 OR CH/FPD/LINE/SIZE=801),Schedule STD,Schedule STD,STD,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T1,10,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600),Schedule 60,Schedule 60,60,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T2,11,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 80S,Schedule 80S,80S,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T3,12,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 80,Schedule 80,80,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T4,13,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=650 OR CH/FPD/LINE/SIZE=700 OR CH/FPD/LINE/SIZE=750 OR CH/FPD/LINE/SIZE=800 OR CH/FPD/LINE/SIZE=850 OR CH/FPD/LINE/SIZE=900 OR CH/FPD/LINE/SIZE=950 OR CH/FPD/LINE/SIZE=001 OR CH/FPD/LINE/SIZE=051 OR CH/FPD/LINE/SIZE=201 OR CH/FPD/LINE/SIZE=351 OR CH/FPD/LINE/SIZE=501 OR CH/FPD/LINE/SIZE=651 OR CH/FPD/LINE/SIZE=801),Schedule XS,Schedule XS,XS,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T5,14,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600),Schedule 100,Schedule 100,100,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T6,15,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 120,Schedule 120,120,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T7,16,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600),Schedule 140,Schedule 140,140,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T8,17,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300 OR CH/FPD/LINE/SIZE=350 OR CH/FPD/LINE/SIZE=400 OR CH/FPD/LINE/SIZE=450 OR CH/FPD/LINE/SIZE=500 OR CH/FPD/LINE/SIZE=550 OR CH/FPD/LINE/SIZE=600 OR CH/FPD/LINE/SIZE=750),Schedule 160,Schedule 160,160,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,T9,18,TRUE,FALSE,NOT(CH/FPD/LINE/SIZE=050 OR CH/FPD/LINE/SIZE=065 OR CH/FPD/LINE/SIZE=080 OR CH/FPD/LINE/SIZE=090 OR CH/FPD/LINE/SIZE=100 OR CH/FPD/LINE/SIZE=125 OR CH/FPD/LINE/SIZE=150 OR CH/FPD/LINE/SIZE=200 OR CH/FPD/LINE/SIZE=250 OR CH/FPD/LINE/SIZE=300),Schedule XXS,Schedule XXS,XXS,,,,,,,,,,
FPD300,CH/FPD/PIPE/SCH,5,Z9,19,TRUE,FALSE,,Others,Others,Customer,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,S6,1,TRUE,FALSE,,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,S4,2,TRUE,FALSE,,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,C3,3,TRUE,FALSE,,Carbon Steel,Carbon Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,C4,4,TRUE,FALSE,,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,S3,5,TRUE,FALSE,,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,S2,6,TRUE,FALSE,,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,S8,7,TRUE,FALSE,,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,D1,8,TRUE,FALSE,,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,D2,9,TRUE,FALSE,,25% Cr Super Duplex (UNS S32750/S32760),25% Cr Super Duplex (UNS S32750/S32760),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,M1,10,TRUE,FALSE,,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,M4,11,TRUE,FALSE,,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,N2,12,TRUE,FALSE,,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,U4,13,TRUE,FALSE,,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,U5,14,TRUE,FALSE,,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,U7,15,TRUE,FALSE,,Alloy C276 (UNS N10276),Alloy C276 (UNS N10276),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,K3,16,TRUE,FALSE,,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,F6,17,TRUE,FALSE,,9Cr-1Mo Low Alloy F9 (UNS K90941),9Cr-1Mo Low Alloy F9 (UNS K90941),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,K4,18,TRUE,FALSE,,1¼Cr-½Mo Low Alloy F11 (UNS K11597),1¼Cr-½Mo Low Alloy F11 (UNS K11597),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,K5,19,TRUE,FALSE,,2¼Cr-1Mo Low Alloy F22 (UNS K21590),2¼Cr-1Mo Low Alloy F22 (UNS K21590),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,F7,20,TRUE,FALSE,,9Cr-1Mo-V Low Alloy F91 (UNS K91560),9Cr-1Mo-V Low Alloy F91 (UNS K91560),,,,,,,,,,,
FPD300,CH/FPD/NONELEM/MAT,6,Z9,21,TRUE,FALSE,,Others,Others,Customer,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,S6,1,TRUE,FALSE,,316/316L Stainless Steel,316/316L Stainless Steel,0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,S4,2,TRUE,FALSE,,304/304L Stainless Steel,304/304L Stainless Steel,0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,C3,3,TRUE,FALSE,,Carbon Steel,Carbon Steel,0.00003,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,C4,4,TRUE,FALSE,,Low Temp Carbon Steel,Low Temp Carbon Steel,0.00003,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,S3,5,TRUE,FALSE,,310 Stainless Steel,310 Stainless Steel,0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,S2,6,TRUE,FALSE,,321 Stainless Steel,321 Stainless Steel,0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,S8,7,TRUE,FALSE,,317/317L Stainless Steel,317/317L Stainless Steel,0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,D1,8,TRUE,FALSE,,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,D2,9,TRUE,FALSE,,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,D3,10,TRUE,FALSE,,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,M1,11,TRUE,FALSE,,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),0.000015,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,M4,12,TRUE,FALSE,,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),0.00001,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,N2,13,TRUE,FALSE,,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),0.00001,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,U4,14,TRUE,FALSE,,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),0.00001,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,U5,15,TRUE,FALSE,,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),0.00001,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,U7,16,TRUE,FALSE,,Alloy C276 (UNS N10276),Alloy C276 (UNS N10276),0.00001,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,K3,17,TRUE,FALSE,,5Cr-½Mo Low Alloy F5 (UNS K41545),5Cr-½Mo Low Alloy F5 (UNS K41545),0.00001,,,,,,,,,,
FPD300,CH/FPD/ELEM/MAT,7,F6,18,TRUE,FALSE,,9Cr-1Mo Low Alloy F9 (UNS K90941),9Cr-1Mo Low Alloy F9 (UNS K90941),0.00001,,,,,,,,,,
