"ProductCode","SelectionGroup","GrpOrder","PartNumber","Order","Active","DefaultItem","ExclusionRule","Name","Description","AdditionalData"
FPD510,CH/FPD5/METER/SIZE,2,"015",1,True,False,"","½""","15 mm (1/2 in.)","½"""
FPD510,CH/FPD5/METER/SIZE,2,"025",2,True,False,"","1""","25 mm (1 in.)","1"""
FPD510,CH/FPD5/METER/SIZE,2,"040",3,True,False,"","1½""","40 mm (1-1/2 in.)","1½"""
FPD510,CH/FPD5/FLUID,3,"L",1,True,False,"","Liquid","Liquid",1
FPD510,CH/FPD5/FLUID,3,"G",2,True,False,"","Gas","Gas",2
FPD510,CH/FPD5/FIT/MAT,4,"S6",1,True,False,"","AISI 316 SST (1.4401) / AISI 316 SST (1.4401)","AISI 316 SST (1.4401) / AISI 316 SST (1.4401)",S6/S6
FPD510,CH/FPD5/FIT/MAT,4,"H4",2,True,False,"","AISI 316 SST (1.4401) / Hastelloy C","AISI 316 SST (1.4401) / Hastelloy C",S6/U7
FPD510,CH/FPD5/BORE/SIZE,5,"A5",1,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","0.51 mm (0.020 in.)","0.51 mm (0.020 in.)",0.51
FPD510,CH/FPD5/BORE/SIZE,5,"A8",2,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","0.89 mm (0.035 in.)","0.89 mm (0.035 in.)",0.89
FPD510,CH/FPD5/BORE/SIZE,5,"B2",3,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","1.65 mm (0.065 in.)","1.65 mm (0.065 in.)",1.65
FPD510,CH/FPD5/BORE/SIZE,5,"B5",4,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","2.87 mm (0.113 in.)","2.87 mm (0.113 in.)",2.87
FPD510,CH/FPD5/BORE/SIZE,5,"B8",5,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","3.81 mm (0.150 in.)","3.81 mm (0.150 in.)",3.81
FPD510,CH/FPD5/BORE/SIZE,5,"C2",6,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","4.98 mm (0.196 in.)","4.98 mm (0.196 in.)",4.98
FPD510,CH/FPD5/BORE/SIZE,5,"C5",7,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","6.86 mm (0.270 in.)","6.86 mm (0.270 in.)",6.86
FPD510,CH/FPD5/BORE/SIZE,5,"C8",8,True,False,"NOT(CH/FPD5/METER/SIZE=015 OR CH/FPD5/METER/SIZE=025)","8.64 mm (0.340 in.)","8.64 mm (0.340 in.)",8.64
FPD510,CH/FPD5/BORE/SIZE,5,"D2",9,True,False,"NOT(CH/FPD5/METER/SIZE=025 OR CH/FPD5/METER/SIZE=040)","12.7 mm (0.500 in.)","12.7 mm (0.500 in.)",12.7
FPD510,CH/FPD5/BORE/SIZE,5,"D5",10,True,False,"NOT(CH/FPD5/METER/SIZE=040)","15.54 mm (0.612 in.)","15.54 mm (0.612 in.)",15.54
FPD510,CH/FPD5/BORE/SIZE,5,"D8",11,True,False,"NOT(CH/FPD5/METER/SIZE=025)","18.67 mm (0.735 in.)","18.67 mm (0.735 in.)",18.67
FPD510,CH/FPD5/BORE/SIZE,5,"E2",12,True,False,"NOT(CH/FPD5/METER/SIZE=040)","19.05 mm (0.750 in.)","19.05 mm (0.750 in.)",19.05
FPD510,CH/FPD5/BORE/SIZE,5,"E5",13,True,False,"NOT(CH/FPD5/METER/SIZE=040)","23.32 mm (0.918 in.)","23.32 mm (0.918 in.)",23.32
FPD510,CH/FPD5/BORE/SIZE,5,"E8",14,True,False,"NOT(CH/FPD5/METER/SIZE=040)","28.63 mm (1.127 in.)","28.63 mm (1.127 in.)",28.63
FPD510,CH/FPD5/PRESS/RAT,6,"Y0",1,True,False,"","No pipe / flanges","No pipe / flanges",
FPD510,CH/FPD5/PRESS/RAT,6,"A1",2,True,False,"","ASME CL 150 with Sch 40 pipework","ASME CL 150 with Sch 40 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"B1",3,True,False,"","ASME CL 150 with Sch 80 pipework","ASME CL 150 with Sch 80 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"A3",4,True,False,"","ASME CL 300 with Sch 40 pipework","ASME CL 300 with Sch 40 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"B3",5,True,False,"","ASME CL 300 with Sch 80 pipework","ASME CL 300 with Sch 80 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"D2",6,True,False,"","ISO7005 PN 16 with Sch 40 pipework","ISO7005 PN 16 with Sch 40 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"F2",7,True,False,"","ISO7005 PN 16 with Sch 80 pipework","ISO7005 PN 16 with Sch 80 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"D4",8,True,False,"","ISO7005 PN 40 with Sch 40 pipework","ISO7005 PN 40 with Sch 40 pipework",
FPD510,CH/FPD5/PRESS/RAT,6,"F4",9,True,False,"","ISO7005 PN 40 with Sch 80 pipework","ISO7005 PN 40 with Sch 80 pipework",
FPD510,CH/FPD5/ORIEN,7,"H",1,True,False,"","Horizontal Pipe","Horizontal Pipe",
FPD510,CH/FPD5/ORIEN,7,"V",2,True,False,"","Vertical Pipe","Vertical Pipe",
FPD510,CH/FPD5/MANIFOLD,8,"3",1,True,False,"","Integral 3-valve manifold","Integral 3-valve manifold",
FPD510,CH/FPD5/MANIFOLD,8,"5",2,True,False,"","Integral 5-valve manifold","Integral 5-valve manifold",
FPD510,CH/FPD5/SPAN/LIMITS,9,"A",1,True,False,"","0.05 ... 1 kPa / 0.5 ... 10 mbar / 0.2 ... 4 in. H2O","0.05 ... 1 kPa / 0.5 ... 10 mbar / 0.2 ... 4 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"B",2,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","0.14 ... 4 kPa / 1.4 ... 40 mbar / 0.56 ... 16 in. H2O","0.14 ... 4 kPa / 1.4 ... 40 mbar / 0.56 ... 16 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"C",3,True,False,"NOT(CH/FPD5/MODEL/DESIGN=M2)","0.2 ... 6 kPa / 2 ... 60 mbar / 0.8 ... 24 in. H2O","0.2 ... 6 kPa / 2 ... 60 mbar / 0.8 ... 24 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"E",4,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","0.16 ... 16 kPa / 1.6 ... 160 mbar / 0.64 ... 64 in. H2O","0.16 ... 16 kPa / 1.6 ... 160 mbar / 0.64 ... 64 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"F",5,True,False,"","0.4 ... 40 kPa / 4 ... 400 mbar / 1.6 ... 160 in. H2O","0.4 ... 40 kPa / 4 ... 400 mbar / 1.6 ... 160 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"G",6,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","0.65 ... 65 kPa / 6.5 ... 650 mbar / 2.6 ... 260 in. H2O","0.65 ... 65 kPa / 6.5 ... 650 mbar / 2.6 ... 260 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"H",7,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","1.6 ... 160 kPa / 16 ... 1600 mbar / 6.4 ... 642 in. H2O","1.6 ... 160 kPa / 16 ... 1600 mbar / 6.4 ... 642 in. H2O",
FPD510,CH/FPD5/SPAN/LIMITS,9,"L",8,True,False,"NOT(CH/FPD5/MODEL/DESIGN=M2)","2.5 ... 250 kPa / 25 ... 2500 mbar / 10 ... 1000 in. H2O","2.5 ... 250 kPa / 25 ... 2500 mbar / 10 ... 1000 in. H2O",
FPD510,CH/FPD5/SEAL/MAT,10,"3",1,True,False,"","Viton","Viton",
FPD510,CH/FPD5/SEAL/MAT,10,"4",2,True,False,"","PTFE","PTFE",
FPD510,CH/FPD5/SEAL/MAT,10,"5",3,True,False,"NOT(CH/FPD5/MODEL/DESIGN=M2)","EPDM","EPDM",
FPD510,CH/FPD5/SEAL/MAT,10,"6",4,True,False,"NOT(CH/FPD5/MODEL/DESIGN=M2)","Perbunan","Perbunan",
FPD510,CH/FPD5/HOUSE/MAT,11,"A",1,True,False,"CH/FPD5/MODEL/DESIGN=V1","Aluminium alloy / 1/2-14 NPT","Aluminium alloy / 1/2-14 NPT",
FPD510,CH/FPD5/HOUSE/MAT,11,"B",2,True,False,"CH/FPD5/MODEL/DESIGN=V1","Aluminium alloy / M20 x 1.5","Aluminium alloy / M20 x 1.5",
FPD510,CH/FPD5/HOUSE/MAT,11,"H",3,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V1)","AISI 304L SST / 1/2-14 NPT","AISI 304L SST / 1/2-14 NPT",
FPD510,CH/FPD5/HOUSE/MAT,11,"L",4,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V1)","AISI 304L SST / M20 x 1.5","AISI 304L SST / M20 x 1.5",
FPD510,CH/FPD5/HOUSE/MAT,11,"S",5,True,False,"","AISI 316L SST / 1/2-14 NPT","AISI 316L SST / 1/2-14 NPT",
FPD510,CH/FPD5/HOUSE/MAT,11,"T",6,True,False,"","AISI 316L SST / M20 x 1.5","AISI 316L SST / M20 x 1.5",
FPD510,CH/FPD5/DISPL,12,"0",1,True,False,"","None (blind)","None (blind)",
FPD510,CH/FPD5/DISPL,12,"1",2,True,False,"","LCD display","LCD display",
FPD510,CH/FPD5/DISPL,12,"5",4,True,False,"","TTG (Through The Glass) controlled Digital LCD Display","TTG (Through The Glass) controlled Digital LCD Display",
FPD510,CH/FPD5/OUT/SIGNAL,13,"H1",1,True,False,"","HART digital communication and 4 ... 20 mA","HART digital communication and 4 ... 20 mA",
FPD510,CH/FPD5/OUT/SIGNAL,13,"H2",2,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","HART digital communication and 4 ... 20 mA, SIL2 and SIL3 certified to IEC 61508","HART digital communication and 4 ... 20 mA, SIL2 and SIL3 certified to IEC 61508",
FPD510,CH/FPD5/OUT/SIGNAL,13,"P1",3,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","PROFIBUS PA","PROFIBUS PA",
FPD510,CH/FPD5/OUT/SIGNAL,13,"F1",4,True,False,"NOT(CH/FPD5/MODEL/DESIGN=V2)","FOUNDATION fieldbus","FOUNDATION fieldbus",
FPD510,CH/FPD5/OUT/SIGNAL,13,"M1",5,True,False,"CH/FPD5/MODEL/DESIGN=V2 OR CH/FPD5/MODEL/DESIGN=M2","MODBUS RS 485","MODBUS RS 485",
FPD510,CH/FPD5/OUT/SIGNAL,13,"W1",6,True,False,"","Wireless HART","Wireless HART",
FPD510,CH/FPD5/TEMP/ELEM,14,"AT",1,True,False,"CH/FPD5/MODEL/DESIGN=V2","Integral","Integral",
FPD510,CH/FPD5/TEMP/ELEM,14,"AR",2,True,False,"CH/FPD5/MODEL/DESIGN=V2","Remote (element not included)","Remote (element not included)",
FPD510,CH/FPD5/TEMP/ELEM,14,"AY",3,True,False,"","None","None",
FPD510,CH/FPD5/CALIBRATION,15,"CW",1,True,False,"","Standard water calibration at reference conditions","Standard water calibration at reference conditions",
FPD510,CH/FPD5/CALIBRATION,15,"CZ",2,True,False,"","Others","Others",
FPD510,CH/FPD5/CERTIFICATE,16,"C2",1,True,False,"","Material monitoring with inspection certificate 3.1 acc. EN 10204","Material monitoring with inspection certificate 3.1 acc. EN 10204",
FPD510,CH/FPD5/CERTIFICATE,16,"C9",2,True,False,"","Dye penetrant NDE of welds","Dye penetrant NDE of welds",
FPD510,CH/FPD5/CERTIFICATE,16,"CB",3,True,False,"","Hydrostatic pressure test certificate","Hydrostatic pressure test certificate",
FPD510,CH/FPD5/CERTIFICATE,16,"CN",4,True,False,"","Material monitoring NACE MR 01-75 with inspection certificate 3.1 acc. EN 10204","Material monitoring NACE MR 01-75 with inspection certificate 3.1 acc. EN 10204",
FPD510,CH/FPD5/CERTIFICATE,16,"CP",5,True,False,"","PED certificate (Pressure Equipment Directive 97 / 23 / EC)","PED certificate (Pressure Equipment Directive 97 / 23 / EC)",
FPD510,CH/FPD5/EX/CERT,17,"EA",1,True,False,"((NOT(CH/FPD5/MODEL/DESIGN=V2 OR CH/FPD5/MODEL/DESIGN=M1))) OR ((CH/FPD5/OUT/SIGNAL=W1)) OR ((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/OUT/SIGNAL=M1)) OR ((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/HOUSE/MAT=B OR CH/FPD5/HOUSE/MAT=T))","Factory Mutual (FM) - Intrinsically Safe","Factory Mutual (FM) - Intrinsically Safe",
FPD510,CH/FPD5/EX/CERT,17,"EB",2,True,False,"((NOT(CH/FPD5/MODEL/DESIGN=V2 OR CH/FPD5/MODEL/DESIGN=M1))) OR ((CH/FPD5/OUT/SIGNAL=W1)) OR ((CH/FPD5/MODEL/DESIGN=M1) AND (CH/FPD5/HOUSE/MAT=B OR CH/FPD5/HOUSE/MAT=T) AND (CH/FPD5/OUT/SIGNAL=W1))","Factory Mutual (FM) - Explosion Proof","Factory Mutual (FM) - Explosion Proof",
FPD510,CH/FPD5/EX/CERT,17,"EE",3,True,False,"(NOT(CH/FPD5/MODEL/DESIGN=M1)) OR (NOT(CH/FPD5/HOUSE/MAT=A OR CH/FPD5/HOUSE/MAT=S)) OR (CH/FPD5/OUT/SIGNAL=W1)","Canadian Standard Association - Explosion Proof","Canadian Standard Association - Explosion Proof",
FPD510,CH/FPD5/EX/CERT,17,"EN",4,True,False,"(NOT(CH/FPD5/MODEL/DESIGN=V1 OR CH/FPD5/MODEL/DESIGN=V2)) OR (CH/FPD5/OUT/SIGNAL=W1)","ATEX + FM + CSA","ATEX + FM + CSA",
FPD510,CH/FPD5/EX/CERT,17,"EW",5,True,False,"(NOT(CH/FPD5/MODEL/DESIGN=M1)) AND (CH/FPD5/OUT/SIGNAL=F1 OR CH/FPD5/OUT/SIGNAL=W1)","ATEX II 1/2 GD EEx ia + ATEX II 1/2 GD EEx d + ATEX EEx nL","ATEX II 1/2 GD EEx ia + ATEX II 1/2 GD EEx d + ATEX EEx nL",
FPD510,CH/FPD5/DOC/LANG,18,"M1",1,True,False,"","German","German",
FPD510,CH/FPD5/DOC/LANG,18,"M2",2,True,False,"","Italian","Italian",
FPD510,CH/FPD5/DOC/LANG,18,"M3",3,True,False,"","Spanish","Spanish",
FPD510,CH/FPD5/DOC/LANG,18,"M4",4,True,False,"","French","French",
FPD510,CH/FPD5/DOC/LANG,18,"M5",5,True,False,"","English","English",
FPD510,CH/FPD5/DOC/LANG,18,"M6",6,True,False,"","Chinese","Chinese",
