ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Cost,Name,Description,AdditionalData,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
TAW,CH/HEAD_TYPE,5,L6,9,TRUE,FALSE,,0,"AGL FD - Aluminium Epoxy Coated, Window Lid, Field Housing","AGL FD - Aluminium Epoxy Coated, Window Lid, Field Housing",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,S4,10,TRUE,FALSE,,0,"AGS F - 316L St Steel, Natural Finish, Std Blind Lid, Field Housing","AGS F - 316L St Steel, Natural Finish, Std Blind Lid, Field Housing",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,S5,11,TRUE,FALSE,,0,"AGS FH - 316L St Steel, Natural Finish, High Blind Lid, Field Housing","AGS FH - 316L St Steel, Natural Finish, High Blind Lid, Field Housing",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,S6,12,TRUE,FALSE,,0,"AGS FD - 316L St Steel, Natural Finish, Window Lid, Field Housing","AGS FD - 316L St Steel, Natural Finish, Window Lid, Field Housing",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,B1,13,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,"BUZ - Aluminium, Painted, Hinged Lid","BUZ - Aluminium, Painted, Hinged Lid",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,B2,14,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,"BUZ H - Aluminium Painted, High Hinged Lid","BUZ H - Aluminium Painted, High Hinged Lid",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,K1,15,TRUE,FALSE,,0,"KNE - Aluminium Painted, Screwed Lid","KNE - Aluminium Painted, Screwed Lid",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,K2,16,TRUE,FALSE,,0,"KI - Cast Iron, Painted, Screwed Lid","KI - Cast Iron, Painted, Screwed Lid",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,H8,17,TRUE,FALSE,,0,"H8 - Aluminium Painted - Form B Head","H8 - Aluminium Painted - Form B Head",,,,,,,,,,,
TAW,CH/HEAD_TYPE,5,S7,18,TRUE,FALSE,,0,"LS - 316 St Steel, Screwed Lid","LS - 316 St Steel, Screwed Lid",,,,,,,,,,,
TAW,CH/DISPLAY,6,Y0,1,TRUE,FALSE,,0,None,None,,,,,,,,,,,
TAW,CH/DISPLAY,6,Z9,2,TRUE,FALSE,"CH/TX IN (Y0,A2,A3) OR NOT(CH/HEAD_TYPE IN (L3,S3,L5,L6,S5,S6))",0,Customer Specific,Customer Specific,,,,,,,,,,,
TAW,CH/DISPLAY,6,L1,3,TRUE,FALSE,"CH/TX IN (Y0,Z9,A2) OR NOT(CH/HEAD_TYPE IN (L3,S3,L5,L6,S5,S6))",0,"Type A - Configurator HMI Display, TTH300 Only","Type A - Configurator HMI Display, TTH300 Only",,,,,,,,,,,
TAW,CH/DISPLAY,6,L2,4,TRUE,FALSE,"CH/TX IN (Y0,Z9) OR NOT(CH/HEAD_TYPE IN (L3,S3,L5,L6,S5,S6))",0,Type AS - Basic Display TTH200 & TTH300,Type AS - Basic Display TTH200 & TTH300,,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,A,1,TRUE,FALSE,,0,"1 X M20x1.5 ISO","1 X M20x1.5 ISO",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,B,2,TRUE,FALSE,"NOT(CH/HEAD_TYPE IN (L1,L2,L3,S1,S2,S3,L4,L5,L6,S4,S5,S6))",0,"2 X M20x1.5 ISO","2 X M20x1.5 ISO",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,C,3,TRUE,FALSE,,0,"1 X M20 + 1/2" NPT Adaptor, Brass","1 X M20 + 1/2" NPT Adaptor, Brass",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,D,4,TRUE,FALSE,"NOT(CH/HEAD_TYPE IN (L1,L2,L3,S1,S2,S3,L4,L5,L6,S4,S5,S6))",0,"2 X M20 + 1/2" NPT Adaptor, Brass","2 X M20 + 1/2" NPT Adaptor, Brass",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,E,5,TRUE,FALSE,,0,"1 X M20 + 1/2" NPT Adaptor, Stainless Steel","1 X M20 + 1/2" NPT Adaptor, Stainless Steel",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,F,6,TRUE,FALSE,"NOT(CH/HEAD_TYPE IN (L1,L2,L3,S1,S2,S3,L4,L5,L6,S4,S5,S6))",0,"2 X M20 + 1/2" NPT Adaptor, Stainless Steel","2 X M20 + 1/2" NPT Adaptor, Stainless Steel",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,G,7,TRUE,FALSE,,0,"1 X 1/2" NPT","1 X 1/2" NPT",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,H,8,TRUE,FALSE,"NOT(CH/HEAD_TYPE IN (L1,L2,L3,S1,S2,S3,L4,L5,L6,S4,S5,S6))",0,"2 X 1/2" NPT","2 X 1/2" NPT",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,J,9,TRUE,FALSE,"NOT(CH/HEAD_TYPE IN (L1,L2,L3,S1,S2,S3,L4,L5,L6,S4,S5,S6))",0,"2 X 20 MM + 1 X Blind Plug, Brass","2 X 20 MM + 1 X Blind Plug, Brass",,,,,,,,,,,
TAW,CH/HEAD_CABLECONN,7,K,10,TRUE,FALSE,"NOT(CH/HEAD_TYPE IN (L1,L2,L3,S1,S2,S3,L4,L5,L6,S4,S5,S6))",0,"2 X 20 MM + 1 X Blind Plug, Stainless Steel","2 X 20 MM + 1 X Blind Plug, Stainless Steel",,,,,,,,,,,
TAW,CH/HEAD_CONN,8,A,1,TRUE,FALSE,,0,"M24x1.5(F)","M24x1.5(F)",,,,,,,,,,,
TAW,CH/HEAD_CONN,8,B,2,TRUE,FALSE,,0,"1/2" BSP(F)","1/2" BSP(F)",,,,,,,,,,,
TAW,CH/HEAD_CONN,8,C,3,TRUE,FALSE,,0,"3/4" BSP(F)","3/4" BSP(F)",,,,,,,,,,,
TAW,CH/HEAD_CONN,8,D,4,TRUE,FALSE,,0,"1/2" NPT(F)","1/2" NPT(F)",,,,,,,,,,,
TAW,CH/HEAD_CONN,8,E,5,TRUE,FALSE,,0,"3/4" NPT(F)","3/4" NPT(F)",,,,,,,,,,,
TAW,CH/EXTENSION,9,E1,1,TRUE,FALSE,,0,"Nipple Union Nipple - 150mm Std","Nipple Union Nipple - 150mm Std",,,,,,,,,,,
TAW,CH/EXTENSION,9,E2,2,TRUE,FALSE,,0,"Nipple 34mm / 50mm / 75mm","Nipple 34mm / 50mm / 75mm",,,,,,,,,,,
TAW,CH/EXTENSION,9,E3,3,TRUE,FALSE,,0,"E6 Extension","E6 Extension",,,,,,,,,,,
TAW,CH/EXTENSION,9,E4,4,TRUE,FALSE,,0,"E4 Extension","E4 Extension",,,,,,,,,,,
TAW,CH/EXTENSION,9,E5,5,TRUE,FALSE,,0,"Nipple C/W Oil Seal","Nipple C/W Oil Seal",,,,,,,,,,,
TAW,CH/EXTENSION,9,E6,6,TRUE,FALSE,,0,"Nipple and flange","Nipple and flange",,,,,,,,,,,
TAW,CH/EXTENSION,9,E7,7,TRUE,FALSE,,0,"Adjustable Extension (TOTAL)","Adjustable Extension (TOTAL)",,,,,,,,,,,
TAW,CH/EXTENSION,9,V1,8,TRUE,FALSE,,0,"Nipple/Union/Nipple - Variable, Non Std","Nipple/Union/Nipple - Variable, Non Std",,,,,,,,,,,
TAW,CH/EXTENSION,9,V2,9,TRUE,FALSE,,0,"Single Nipple - Variable, Non Std","Single Nipple - Variable, Non Std",,,,,,,,,,,
TAW,CH/EXTENSION,9,S1,10,TRUE,FALSE,,0,"Oil Seal Nipple/Union/Nipple","Oil Seal Nipple/Union/Nipple",,,,,,,,,,,
TAW,CH/EXTENSION,9,S2,11,TRUE,FALSE,,0,"Oil Seal Nipple/Union/Oil Seal Nipple","Oil Seal Nipple/Union/Oil Seal Nipple",,,,,,,,,,,
TAW,CH/EXTENSION,9,V3,12,TRUE,FALSE,,0,"Oil Seal Nipple/Union/Nipple - Variable","Oil Seal Nipple/Union/Nipple - Variable",,,,,,,,,,,
TAW,CH/EXTENSION,9,M1,13,TRUE,FALSE,,0,"M24 Head / 1/2" NPT Extension","M24 Head / 1/2" NPT Extension",,,,,,,,,,,
TAW,CH/EXTENSION,9,M2,14,TRUE,FALSE,,0,"M24 Head / 1/2" BSP Extension","M24 Head / 1/2" BSP Extension",,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,S1,1,TRUE,FALSE,,0,1 X PT100 - Standard Range Thin Film,1 X PT100 - Standard Range Thin Film,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,S2,2,TRUE,FALSE,,0,2 X PT100 - Standard Range Thin Film,2 X PT100 - Standard Range Thin Film,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,P1,3,TRUE,FALSE,,0,1 X PT100 - Wide Range Wire Wound (-200 to +600 Deg C),1 X PT100 - Wide Range Wire Wound (-200 to +600 Deg C),,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,P2,4,TRUE,FALSE,,0,2 X PT100 - Wide Range Wire Wound (-200 to +600 Deg C),2 X PT100 - Wide Range Wire Wound (-200 to +600 Deg C),,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,J1,5,TRUE,FALSE,,0,1 x Type J - Fe/CuNi,1 x Type J - Fe/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,K1,6,TRUE,FALSE,,0,1 x Type K - NiCr/NiAl,1 x Type K - NiCr/NiAl,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,T1,7,TRUE,FALSE,,0,1 x Type T - Cu/CuNi,1 x Type T - Cu/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,E1,8,TRUE,FALSE,,0,1 x Type E - NiCr/CuNi,1 x Type E - NiCr/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,N1,9,TRUE,FALSE,,0,1 x Type N - NiCrSi/NiSi,1 x Type N - NiCrSi/NiSi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,J2,10,TRUE,FALSE,,0,2 x Type J - Fe/CuNi,2 x Type J - Fe/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,K2,11,TRUE,FALSE,,0,2 x Type K - NiCr/NiAl,2 x Type K - NiCr/NiAl,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,T2,12,TRUE,FALSE,,0,2 x Type T - Cu/CuNi,2 x Type T - Cu/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,E2,13,TRUE,FALSE,,0,2 x Type E - NiCr/CuNi,2 x Type E - NiCr/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,N2,14,TRUE,FALSE,,0,2 x Type N - NiCrSi/NiSi,2 x Type N - NiCrSi/NiSi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,J3,15,TRUE,FALSE,,0,3 x Type J - Fe/CuNi,3 x Type J - Fe/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,K3,16,TRUE,FALSE,,0,3 x Type K - NiCr/NiAl,3 x Type K - NiCr/NiAl,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,T3,17,TRUE,FALSE,,0,3 x Type T - Cu/CuNi,3 x Type T - Cu/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,E3,18,TRUE,FALSE,,0,3 x Type E - NiCr/CuNi,3 x Type E - NiCr/CuNi,,,,,,,,,,,
TAW,CH/SENSOR_TYPE,10,N3,19,TRUE,FALSE,,0,3 x Type N - NiCrSi/NiSi,3 x Type N - NiCrSi/NiSi,,,,,,,,,,,
TAW,CH/SENSOR_TOL,11,A,1,TRUE,FALSE,NOT(CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=P2),0,Class 'A' IEC 60751,Class 'A' IEC 60751,,,,,,,,,,,
TAW,CH/SENSOR_TOL,11,B,2,TRUE,FALSE,NOT(CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=P2),0,Class 'B' IEC 60751,Class 'B' IEC 60751,,,,,,,,,,
TAW,CH/SENSOR_TOL,11,C,3,TRUE,FALSE,NOT(CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=P2),0,Class 'AA' IEC 60751,Class 'AA' IEC 60751,,,,,,,,,,
TAW,CH/SENSOR_TOL,11,1,4,TRUE,FALSE,CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=P2,0,Class '1' IEC 60751,Class '1' IEC 60751,,,,,,,,,,
TAW,CH/SENSOR_TOL,11,2,5,TRUE,FALSE,CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=P2,0,Class '2' IEC 60751,Class '2' IEC 60751,,,,,,,,,,
TAW,CH/SENSOR_TOL,11,6,6,TRUE,FALSE,CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=P2,0,MC-96.1 Standard Class,MC-96.1 Standard Class,,,,,,,,,,
TAW,CH/SENSOR_CONN,12,2,1,TRUE,FALSE,NOT(CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P2),0,2 Wire PT Sensor,2 Wire PT Sensor,,,,,,,,,,,
TAW,CH/SENSOR_CONN,12,3,2,TRUE,FALSE,NOT(CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P2),0,3 Wire PT Sensor,3 Wire PT Sensor,,,,,,,,,,,
TAW,CH/SENSOR_CONN,12,4,3,TRUE,FALSE,NOT(CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=P1) OR NOT(CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P2) OR NOT(CH/HAZARD=Y0 OR CH/HAZARD=A0 OR CH/HAZARD=B0 OR CH/HAZARD=F0 OR CH/HAZARD=S0),0,4 Wire PT Sensor,4 Wire PT Sensor,,,,,,,,,,,
TAW,CH/SENSOR_CONN,12,I,4,TRUE,FALSE,CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P2,0,Insulated Thermocouple Hot Junction,Insulated Thermocouple Hot Junction,,,,,,,,,,,
TAW,CH/SENSOR_CONN,12,B,5,TRUE,FALSE,CH/SENSOR_TYPE=S1 OR CH/SENSOR_TYPE=P1 OR CH/SENSOR_TYPE=S2 OR CH/SENSOR_TYPE=P2,0,Bonded Thermocouple Hot Junction,Bonded Thermocouple Hot Junction,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D1,1,TRUE,FALSE,"CH/SENSOR_TYPE IN (S2,P2,J2,K2,T2,E2,N2,J3,K3,T3,E3,N3)",0,1.5 mm,1.5 mm,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D2,2,TRUE,FALSE,"CH/SENSOR_TYPE IN (S2,P2,J2,K2,T2,E2,N2,J3,K3,T3,E3,N3)",0,3 mm,3 mm,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D3,3,TRUE,FALSE,,0,4.5 mm,4.5 mm,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D4,4,TRUE,FALSE,,0,6 mm,6 mm,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D5,4,TRUE,FALSE,,0,8 mm,8 mm,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D6,5,TRUE,FALSE,,0,10 mm,10 mm,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D7,6,TRUE,FALSE,,0,6 mm with 10 mm tip,6 mm with 10 mm tip,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D8,7,TRUE,FALSE,,0,6 mm swaged to 4.5 mm x 20 mm long,6 mm swaged to 4.5 mm x 20 mm long,,,,,,,,,,,
TAW,CH/SENSOR_DIA,13,D9,8,TRUE,FALSE,"CH/SENSOR_TYPE IN (S2,P2,J2,K2,T2,E2,N2,J3,K3,T3,E3,N3)",0,6 mm swaged to 3 mm x 20 mm long,6 mm swaged to 3 mm x 20 mm long,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,S4,1,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,304 Stainless Steel,304 Stainless Steel,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,S2,2,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,S1,3,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,S6,4,TRUE,FALSE,,0,316 Stainless Steel,316 Stainless Steel,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,U6,5,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,Alloy 600,Alloy 600,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,U8,6,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,Alloy 800,Alloy 800,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,U4,7,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,Alloy 446,Alloy 446,,,,,,,,,,,
TAW,CH/SHEATHMAT,14,C2,8,TRUE,FALSE,"CH/SENSOR_TYPE IN (S1,S2,P1,P2)",0,Hastelloy X,Hastelloy X,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,T1,1,TRUE,FALSE,NOT(CH/TX=Y0),0,Ceramic Terminal Block - Spring Loaded,Ceramic Terminal Block - Spring Loaded,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,F1,2,TRUE,FALSE,CH/TX=Y0,0,Transmitter Flange and Transmitter TAWls - Spring Loaded,Transmitter Flange and Transmitter TAWls - Spring Loaded,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,R1,3,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,Spring Loaded For M20 Cable Entry (requires back stop),Spring Loaded For M20 Cable Entry (requires back stop),,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,S1,4,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,Shell Std For Spring Loading in Union,Shell Std For Spring Loading in Union,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,P1,5,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,Std Plain Pot Seal,Std Plain Pot Seal,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,P2,6,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,Screwed Pot Seal,Screwed Pot Seal,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,S1,7,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,Strain Relief Spring Assembly,Strain Relief Spring Assembly,,,,,,,,,,,
TAW,CH/SENSOR_TERM,15,C1,8,TRUE,FALSE,"CH/HAZARD IN (A1,B1)",0,Plain Crimp Tube,Plain Crimp Tube,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S6,1,TRUE,FALSE,,0,316/316L Stainless Steel,316/316L Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,H6,2,TRUE,FALSE,,0,316H Stainless Steel,316H Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S4,3,TRUE,FALSE,,0,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,H4,4,TRUE,FALSE,,0,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S3,5,TRUE,FALSE,,0,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S2,6,TRUE,FALSE,,0,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S1,7,TRUE,FALSE,,0,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S5,8,TRUE,FALSE,,0,347 Stainless Steel,347 Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S7,9,TRUE,FALSE,,0,347H Stainless Steel,347H Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,S8,10,TRUE,FALSE,,0,317/317L Stainless Steel,317/317L Stainless Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,D1,11,TRUE,FALSE,,0,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,D2,12,TRUE,FALSE,,0,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,D3,13,TRUE,FALSE,,0,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,U6,14,TRUE,FALSE,,0,Alloy C22 (UNS N06022),Alloy C22 (UNS N06022),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,U7,15,TRUE,FALSE,,0,Alloy C276 (UNS N010276),Alloy C276 (UNS N010276),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,C3,16,TRUE,FALSE,,0,Carbon Steel,Carbon Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,C4,17,TRUE,FALSE,,0,Low Temp Carbon Steel,Low Temp Carbon Steel,,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,M1,18,TRUE,FALSE,,0,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,U1,19,TRUE,FALSE,,0,Alloy 20 (UNS N08020),Alloy 20 (UNS N08020),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,U2,20,TRUE,FALSE,,0,Alloy 200 (UNS N02200),Alloy 200 (UNS N02200),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,M4,21,TRUE,FALSE,,0,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,
TAW,CH/TW_MATERIAL,16,U3,22,TRUE,FALSE,,0,Alloy 600 (UNS N06600),Alloy 600 (UNS N06600),,,,,,,,,,,
