Notes,Expression,SelectionOnly,RuleType,ShortName,EnglishUS,French,German,Spanish,Russian
Reynolds @ meter max Long Radius Nozzle  ,([SelectedItem]{CH/FPD/PRODUCT/DES}='N3') AND ([ReynoldsNoAtMeterMax] IS NOT NULL) AND (([ReynoldsNoAtMeterMax] < 10000) OR ([ReynoldsNoAtMeterMax] >1e7)),FALSE,2,Pipe Reynolds number must be between 10000 and 10^7.,,,,,
Reynolds @ normal Long Radius Nozzle  ,([SelectedItem]{CH/FPD/PRODUCT/DES}='N3') AND ([ReynoldsNoAtNormal] IS NOT NULL) AND (([ReynoldsNoAtNormal] < 10000) OR ([ReynoldsNoAtNormal] >1e7)),FALSE,2,Pipe Reynolds number must be between 10000 and 10^7.,,,,,
Pipe bore too Big Long Radius Nozzle,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N3') AND ([PipeID]{length,PipeIDUnits} > 0.63)",FALSE,2,Pipe Bore too large - must be no more than 630 mm.,,,,,
Pipe bore too Small Long Radius Nozzle,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N3') AND ([PipeID]{length,PipeIDUnits} < 0.05)",FALSE,2,Pipe Bore too small - must be no less than 50 mm.,,,,,
Beta low stop ASME MF3CM,([SelectedItem]{CH/FPD/PRODUCT/DES}='N4') AND ([Beta] IS NOT NULL) AND ([Beta] < 0.25),FALSE,4,Beta value must be no less than 0.25 - Consider using a lower DP to achieve a larger Beta or consider using a larger line size.,,,,,
Beta high stop ASME MF3CM,([SelectedItem]{CH/FPD/PRODUCT/DES}='N4') AND ([Beta] IS NOT NULL) AND ([Beta] > 0.5),FALSE,4,Beta value must be no more than 0.5 - Consider reducing the Beta by accepting a higher DP or consider using a smaller line size. Please check the acceptability of the overall pressure loss.,,,,,
Reynolds @ meter max ASME MF3CM,([SelectedItem]{CH/FPD/PRODUCT/DES}='N4') AND ([ReynoldsNoAtMeterMax] IS NOT NULL) AND (([ReynoldsNoAtMeterMax] < 10000) OR ([ReynoldsNoAtMeterMax] >6e6)),FALSE,2,Pipe Reynolds number must be between 10000 and 6x10^6.,,,,,
Reynolds @ normal ASME MF3CM,([SelectedItem]{CH/FPD/PRODUCT/DES}='N4') AND ([ReynoldsNoAtNormal] IS NOT NULL) AND (([ReynoldsNoAtNormal] < 10000) OR ([ReynoldsNoAtNormal] >6e6)),FALSE,2,Pipe Reynolds number must be between 10000 and 6x10^6.,,,,,
Pipe bore too Big ASME MF3CM,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N4') AND ([PipeID]{length,PipeIDUnits} > 0.75)",FALSE,2,Pipe Bore too large - must be no more than 750 mm.,,,,,
Pipe bore too Small ASME MF3CM,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N4') AND ([PipeID]{length,PipeIDUnits} < 0.1)",FALSE,2,Pipe Bore too small - must be no less than 100 mm.,,,,,
Beta low stop PTC 6 Throat Tap,([SelectedItem]{CH/FPD/PRODUCT/DES}='N1') AND ([Beta] IS NOT NULL) AND ([Beta] < 0.25),FALSE,4,Beta value must be no less than 0.25 - Consider using a lower DP to achieve a larger Beta or consider using a larger line size.,,,,,
Beta high stop PTC 6 Throat Tap,([SelectedItem]{CH/FPD/PRODUCT/DES}='N1') AND ([Beta] IS NOT NULL) AND ([Beta] > 0.5),FALSE,4,Beta value must be no more than 0.50 - Consider reducing the Beta by accepting a higher DP or consider using a smaller line size. Please check the acceptability of the overall pressure loss.,,,,,
Reynolds @ meter max PTC 6 Throat Tap,([SelectedItem]{CH/FPD/PRODUCT/DES}='N1') AND ([ReynoldsNoAtMeterMax] IS NOT NULL) AND (([ReynoldsNoAtMeterMax] < 10000) OR ([ReynoldsNoAtMeterMax] >5e6)),FALSE,2,Pipe Reynolds number must be between 10000 and 5x10^6.,,,,,
Reynolds @ normal PTC 6 Throat Tap,([SelectedItem]{CH/FPD/PRODUCT/DES}='N1') AND ([ReynoldsNoAtNormal] IS NOT NULL) AND (([ReynoldsNoAtNormal] < 10000) OR ([ReynoldsNoAtNormal] >5e6)),FALSE,2,Pipe Reynolds number must be between 10000 and 5x10^6.,,,,,
Pipe bore too Big PTC 6 Throat Tap,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N1') AND ([PipeID]{length,PipeIDUnits} > 0.7)",FALSE,2,Pipe Bore too large - must be no more than 700 mm.,,,,,
Pipe bore too Small PTC 6 Throat Tap,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N1') AND ([PipeID]{length,PipeIDUnits} < 0.1)",FALSE,2,Pipe Bore too small - must be no less than 100 mm.,,,,,
Beta low stop Venturi Nozzle,([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([Beta] IS NOT NULL) AND ([Beta] < 0.316),FALSE,4,Beta value must be no less than 0.316 - Consider using a lower DP to achieve a larger Beta or consider using a larger line size.,,,,,
Beta high stop Venturi Nozzle,([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([Beta] IS NOT NULL) AND ([Beta] > 0.775),FALSE,4,Beta value must be no more than 0.775 - Consider reducing the Beta by accepting a higher DP or consider using a smaller line size. Please check the acceptability of the overall pressure loss.,,,,,
Reynolds @ meter max Venturi Nozzle,([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([ReynoldsNoAtMeterMax] IS NOT NULL) AND (([ReynoldsNoAtMeterMax] < 10000) OR ([ReynoldsNoAtMeterMax] >2e6)),FALSE,2,Pipe Reynolds number must be between 10000 and 2x10^6.,,,,,
Reynolds @ normal Venturi Nozzle,([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([ReynoldsNoAtNormal] IS NOT NULL) AND (([ReynoldsNoAtNormal] < 10000) OR ([ReynoldsNoAtNormal] >2e6)),FALSE,2,Pipe Reynolds number must be between 10000 and 2x10^6.,,,,,
Pipe bore too Big Venturi Nozzle,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([PipeID]{length,PipeIDUnits} > 0.5)",FALSE,2,Pipe Bore too large - must be no more than 500 mm.,,,,,
Pipe bore too Small Venturi Nozzle,"([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([PipeID]{length,PipeIDUnits} < 0.065)",FALSE,2,Pipe Bore too small - must be no less than 65 mm.,,,,,
"Throat ""d"" Bore Venturi Nozzle","([SelectedItem]{CH/FPD/PRODUCT/DES}='N5') AND ([MachinedBore]{Length,PipeIDUnits} is not null) AND ([MachinedBore]{Length,PipeIDUnits} < 0.05)",FALSE,2,"ISO5167 specifies that Bore ""d"" must be no less than 50 mm for a Venturi Nozzle.",,,,,
Expansability Check p2/p1,"([SelectedItem]{CH/FPD/PRODUCT/DES} IN ('N2','N3')) AND ([OperatingPressure]{pressure,OperatingPressureUnits}>0) AND (([OperatingPressure]{pressure,OperatingPressureUnits} - [DPAtMeterMax]{DP,DPUnits}) / ([OperatingPressure]{pressure,OperatingPressureUnits}) < 0.75)",FALSE,2,"p2/p1 must be no less than 0.75 -  ""Expansion Factor E"" calculation is only valid if p2/p1 does not exceed 0.75.",,,,,
DP warning,"(ISNULL([MinimumFlow],-1)<0)",FALSE,1,As no minimum flow has been provided turndown checks will not be completed.,,,,,
DP warning,"[MinimumFlow]{flow,MinimumFlowUnits} < 0.25 * [MeterMaxFlow]{flow, MeterMaxFlowUnits}",FALSE,2,Flow measurement range “Turndown” is greater than 4:1. We recommend that you ensure that any transmitter used with this meter will have sufficient accuracy at your specified Normal and Minimum flowrates.,,,,,
Max Reynolds for All products,([ReynoldsNoAtMeterMax] is not null) AND ([ReynoldsNoAtMeterMax] > 100000000),FALSE,4,"Reynolds number is greater than the limit 100,000,000 for any type of differential pressure flow metering. No other type of flow meter in this software package is suitable for such a condition. Please check the accuracy of the input data, consider decreasing the reynolds number by increasing the line size.",,,,,
DP / transmitter warning,"[DPAtMeterMax]{DP,DPUnits} < 125",FALSE,3,Note: DP is low - check transmitter suitable for these conditions.,,,,,
Design Pressure / Operating Pressure,"(([OperatingPressure]{Pressure,OperatingPressureUnits} > [PipeDesignPressure]{Pressure,PipeDesignPressureUnits}) AND ([UserPipeDesignPressure] = true))",FALSE,3,Pipe design pressure must be greater than operating pressure.,,,,,
Isentropic Index Warning,([IsentropicIndex]<1 OR [IsentropicIndex]>3),FALSE,2,Isentropic index out of normal range.,,,,,
