ProductCode,SelectionGroup,GrpOrder,PartNumber,Order,Active,DefaultItem,ExclusionRule,Cost,Name,Description,AdditionalData,InShortenedList,EnglishUS,EnglishUS_LongDesc,French,French_LongDesc,German,German_LongDesc,Spanish,Spanish_LongDesc,Russian,Russian_LongDesc
FPD350_1,CH/FPD/ELEM/MAT,4,S1,6,TRUE,FALSE,,999999,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,S9,7,TRUE,FALSE,,999999,904L Stainless Steel,904L Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,U7,8,TRUE,FALSE,,999999,Alloy C276 (UNS N010276),Alloy C276 (UNS N010276),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,M4,9,TRUE,FALSE,,999999,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,N2,10,TRUE,FALSE,,999999,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,D1,11,TRUE,FALSE,,999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,D2,12,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,D3,13,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,M1,14,TRUE,FALSE,,999999,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,U3,15,TRUE,FALSE,,999999,Alloy 600 (UNS N06600),Alloy 600 (UNS N06600),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,U4,16,TRUE,FALSE,,999999,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,U5,17,TRUE,FALSE,,999999,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,,
FPD350_1,CH/FPD/ELEM/MAT,4,Z9,18,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,S6,1,TRUE,FALSE,,0,316/316L Stainless Steel,316/316L Stainless Steel,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,S4,2,TRUE,FALSE,,999999,304/304L Stainless Steel,304/304L Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,S2,3,TRUE,FALSE,,999999,321 Stainless Steel,321 Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,H4,4,TRUE,FALSE,,999999,304H Stainless Steel,304H Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,S3,5,TRUE,FALSE,,999999,310 Stainless Steel,310 Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,S1,6,TRUE,FALSE,,999999,321H Stainless Steel,321H Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,S9,7,TRUE,FALSE,,999999,904L Stainless Steel,904L Stainless Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,U7,8,TRUE,FALSE,,999999,Alloy C276 (UNS N010276),Alloy C276 (UNS N010276),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,M4,9,TRUE,FALSE,,999999,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,N2,10,TRUE,FALSE,,999999,Alloy 625 (UNS N06625),Alloy 625 (UNS N06625),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,D1,11,TRUE,FALSE,,999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,D2,12,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32750),25% Cr Super Duplex (UNS S32750),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,D3,13,TRUE,FALSE,,999999,25% Cr Super Duplex (UNS S32760),25% Cr Super Duplex (UNS S32760),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,M1,14,TRUE,FALSE,,999999,6% Mo SS (UNS S31254),6% Mo SS (UNS S31254),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,U3,15,TRUE,FALSE,,999999,Alloy 600 (UNS N06600),Alloy 600 (UNS N06600),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,U4,16,TRUE,FALSE,,999999,Alloy 800 (UNS N08800),Alloy 800 (UNS N08800),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,U5,17,TRUE,FALSE,,999999,Alloy 825 (UNS N08825),Alloy 825 (UNS N08825),,,,,,,,,,,,
FPD350_1,CH/FPD/NONELEM/MAT,5,Z9,18,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,,
FPD350_1,CH/FPD/MOUNTING,6,Y0,1,TRUE,FALSE,,0,None - In line design,None - In line design,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,P1,1,TRUE,FALSE,NOT(CH/FPD/TORBAR/TYPE=W1),0,Weld Prepared Ends,Weld Prepared Ends,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,T1,2,TRUE,FALSE,NOT(CH/FPD/TORBAR/TYPE=T1),0,Threaded BSPT,Threaded BSPT,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,T2,3,TRUE,FALSE,NOT(CH/FPD/TORBAR/TYPE=T1),0,Threaded NPT,Threaded NPT,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,R1,4,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=015)),0,Raised Face DN 15 (½ in.),Raised Face DN 15 (½ in.),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,R2,5,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=020)),0,Raised Face DN 20 (¾ in.),Raised Face DN 20 (¾ in.),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,R3,6,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=025)),0,Raised Face DN 25 (1 in.),Raised Face DN 25 (1 in.),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,R6,7,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=032)),0,Raised Face DN 32 (1-¼ in.),Raised Face DN 32 (1-¼ in.),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,R4,8,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=040)),0,Raised Face DN 40 (1-½ in.),Raised Face DN 40 (1-½ in.),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,R5,9,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=050)),0,Raised Face DN 50 (2 in.),Raised Face DN 50 (2 in.),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,F1,10,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=015)),0,Flat Face DN 15 (½ in.),Flat Face DN 15 (½ in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,F2,11,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=020)),0,Flat Face DN 20 (¾ in.),Flat Face DN 20 (¾ in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,F3,12,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=025)),0,Flat Face DN 25 (1 in.),Flat Face DN 25 (1 in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,F6,13,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=032)),0,Flat Face DN 32 (1-¼ in.),Flat Face DN 32 (1-¼ in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,F4,14,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=040)),0,Flat Face DN 40 (1-½ in.),Flat Face DN 40 (1-½ in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,F5,15,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=050)),0,Flat Face DN 50 (2 in.),Flat Face DN 50 (2 in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,J1,16,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=025)),0,RTJ DN 25 (1 in.),RTJ DN 25 (1 in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,J2,17,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=040)),0,RTJ DN 40 (1-½ in.),RTJ DN 40 (1-½ in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,J3,18,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=T1 OR CH/FPD/TORBAR/TYPE=W1) OR (NOT(CH/FPD/LINE/SIZE=050)),0,RTJ DN 50 (2 in.),RTJ DN 50 (2 in.),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/TYPE,7,Z9,19,TRUE,FALSE,,0,Others,Others,Customer,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,Y0,1,TRUE,FALSE,CH/FPD/TORBAR/TYPE=F1,0,Not flanged,Not flanged,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,A1,2,TRUE,FALSE,CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1,0,ASME Class 150,ASME Class 150,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,A3,3,TRUE,FALSE,CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1,0,ASME Class 300,ASME Class 300,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,A6,4,TRUE,FALSE,CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1,0,ASME Class 600,ASME Class 600,,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,A7,5,TRUE,FALSE,CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1,0,ASME Class 900,ASME Class 900,,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D0,6,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),999999,DIN PN 6,DIN PN 6,,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D1,7,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 10,DIN PN 10,,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D2,8,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 16,DIN PN 16,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D3,9,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 25,DIN PN 25,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D4,10,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 40,DIN PN 40,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D5,11,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 63,DIN PN 63,,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D6,12,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 100,DIN PN 100,,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,D7,13,TRUE,FALSE,(CH/FPD/TORBAR/TYPE=W1 OR CH/FPD/TORBAR/TYPE=T1) OR (CH/FPD/END/CONN/TYPE=J1 OR CH/FPD/END/CONN/TYPE=J2 OR CH/FPD/END/CONN/TYPE=J3),0,DIN PN 160 (not fully rated),DIN PN 160 (not fully rated),,,,,,,,,,,,
FPD350_1,CH/FPD/END/CONN/RAT,8,Z9,14,TRUE,FALSE,,999999,Others,Others,Customer,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,T1,1,TRUE,FALSE,,0,Threaded DP connections (no valves),Threaded DP connections (no valves),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,W1,2,TRUE,FALSE,,0,Welded DP connections (no valves),Welded DP connections (no valves),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,F1,3,TRUE,FALSE,,0,Flanged DP connections (no valves),Flanged DP connections (no valves),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,D2,4,TRUE,FALSE,,0,3 Valve Manifold - Integral (welded DM3V),3 Valve Manifold - Integral (welded DM3V),,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,D3,5,TRUE,FALSE,,0,5 Valve Manifold - Integral (welded DM5V),5 Valve Manifold - Integral (welded DM5V),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,D4,6,TRUE,FALSE,,0,3 Valve Manifold - Direct-mounted (bolted 3VDM),3 Valve Manifold - Direct-mounted (bolted 3VDM),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,D5,7,TRUE,FALSE,,0,5 Valve Manifold - Direct-mounted (bolted 5VDM),5 Valve Manifold - Direct-mounted (bolted 5VDM),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,D1,8,TRUE,FALSE,,0,Direct mounting head,Direct mounting head,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,V1,9,TRUE,FALSE,,0,Ball Valves,Ball Valves,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,V2,10,TRUE,FALSE,,0,Needle Valves,Needle Valves,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,V3,11,TRUE,FALSE,,0,Gate Valves,Gate Valves,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,V4,12,TRUE,FALSE,,0,Globe Valves,Globe Valves,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/TYPE,9,V5,13,TRUE,FALSE,,0,Double Block & Bleed Valves,Double Block & Bleed Valves,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T0,1,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=D1 OR CH/FPD/TAPPING/TYPE=D2 OR CH/FPD/TAPPING/TYPE=D3 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),0,Not applicable,Not applicable,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T1,2,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1),0,¼ in. NPT male,¼ in. NPT male,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T2,3,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4),0,¼ in. NPT female,¼ in. NPT female,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T3,4,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1),0,¼ in. BSP male,¼ in. BSP male,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T4,5,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4),0,¼ in. BSP female,¼ in. BSP female,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T5,6,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1),0,½ in. NPT male,½ in. NPT male,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T6,7,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4),0,½ in. NPT female,½ in. NPT female,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T7,8,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1),0,½ in. BSP male,½ in. BSP male,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,T8,9,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4),0,½ in. BSP female,½ in. BSP female,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,F1,10,TRUE,FALSE,CH/FPD/END/CONN/RAT=Y0 OR (CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=W1 OR CH/FPD/TAPPING/TYPE=D1 OR CH/FPD/TAPPING/TYPE=D2 OR CH/FPD/TAPPING/TYPE=D3 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),0,½ in. flanged (specification as mounting flange),½ in. flanged (specification as mounting flange),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,F2,11,TRUE,FALSE,CH/FPD/END/CONN/RAT=Y0 OR (CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=W1 OR CH/FPD/TAPPING/TYPE=D1 OR CH/FPD/TAPPING/TYPE=D2 OR CH/FPD/TAPPING/TYPE=D3 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),0,¾ in. flanged (specification as mounting flange),¾ in. flanged (specification as mounting flange),,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,S1,12,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=W1 OR CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4),0,½ in. socket weld,½ in. socket weld,,,,,,,,,,,,
FPD350_1,CH/FPD/TAPPING/SIZE,10,Z9,13,TRUE,FALSE,,0,Others,Others,Customer,,,,,,,,,,,
FPD350_1,CH/FPD/VALVE/MAT,11,Y0,1,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=T1 OR CH/FPD/TAPPING/TYPE=W1 OR CH/FPD/TAPPING/TYPE=F1 OR CH/FPD/TAPPING/TYPE=D1 OR CH/FPD/TAPPING/TYPE=D2 OR CH/FPD/TAPPING/TYPE=D3),0,As probe,As probe,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/VALVE/MAT,11,S6,2,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4 OR CH/FPD/TAPPING/TYPE=V5 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),0,316/316L Stainless Steel,316/316L Stainless Steel,,TRUE,,,,,,,,,,
FPD350_1,CH/FPD/VALVE/MAT,11,C3,3,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4),0,Carbon Steel,Carbon Steel,,,,,,,,,,,,
FPD350_1,CH/FPD/VALVE/MAT,11,U7,4,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4 OR CH/FPD/TAPPING/TYPE=V5 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),0,Alloy C276 (UNS N010276),Alloy C276 (UNS N010276),,,,,,,,,,,,
FPD350_1,CH/FPD/VALVE/MAT,11,M4,5,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4 OR CH/FPD/TAPPING/TYPE=V5 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),0,Alloy 400 (UNS N04400),Alloy 400 (UNS N04400),,,,,,,,,,,,
FPD350_1,CH/FPD/VALVE/MAT,11,D1,6,TRUE,FALSE,NOT(CH/FPD/TAPPING/TYPE=V1 OR CH/FPD/TAPPING/TYPE=V2 OR CH/FPD/TAPPING/TYPE=V3 OR CH/FPD/TAPPING/TYPE=V4 OR CH/FPD/TAPPING/TYPE=V5 OR CH/FPD/TAPPING/TYPE=D4 OR CH/FPD/TAPPING/TYPE=D5),999999,22% Cr Duplex (UNS S31803),22% Cr Duplex (UNS S31803),,,,,,,,,,,,
